,inspectionidnumber,dateofinspection,businessname,fulladdress,inspectiontype,inspectionscore,latitude,longitude
9047,18810,2017/10/03,CARMA COFFEE,514 LOWRY AVE NE,Routine,100,45.01305,-93.25953
9049,228259,2018/10/09,CARMA COFFEE,514 LOWRY AVE NE,Routine,100,45.01305,-93.25953
9052,275301,2019/10/03,CARMA COFFEE,514 LOWRY AVE NE,Routine,96,45.01305,-93.25953
18794,124311,2017/01/06,CARNICERIA VALERIES,3149 NICOLLET AVE,Follow-Up,100,44.9452,-93.27753
18811,124118,2017/01/06,CARNICERIA VALERIES,3149 NICOLLET AVE,Follow-Up,100,44.9452,-93.27753
18789,124310,2018/05/21,CARNICERIA VALERIES,3149 NICOLLET AVE,Routine,96,44.9452,-93.27753
18800,124117,2018/05/21,CARNICERIA VALERIES,3149 NICOLLET AVE,Routine,92,44.9452,-93.27753
18824,251664,2018/07/11,CARNICERIA VALERIES,3149 NICOLLET AVE,Follow-Up,98,44.9452,-93.27753
18817,251663,2019/11/20,CARNICERIA VALERIES,3149 NICOLLET AVE,Routine,92,44.9452,-93.27753
10057,18952,2017/07/19,CASPIAN BISTRO,2418 UNIVERSITY AVE SE,Routine,86,44.97317,-93.22218
10073,205094,2017/08/09,CASPIAN BISTRO,2418 UNIVERSITY AVE SE,Follow-Up,84,44.97317,-93.22218
