,businessname,fulladdress,latitude,longitude,inspectionidnumber,dateofinspection,inspectiontype,inspectionscore
350,MANNINGS CAFE,2200 COMO AVE SE,44.98765,-93.22115,"[[124126, 124125, 234673, 234672, 286272, 301018, 308802, 286271, 339574]]","[['2017/04/28', '2017/12/05', '2018/01/24', '2018/12/18', '2019/02/25', '2019/04/19', '2019/05/01', '2019/12/18', '2020/01/17']]","[['Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']]","[[96, 80, 98, 74, 92, 94, 100, 86, 96]]"
351,MANNYS TORTAS,920 LAKE ST E #125,44.94931,-93.26076,"[[55117, 200920, 252455, 252454]]","[['2017/06/07', '2018/06/12', '2018/08/14', '2019/06/18']]","[['Routine', 'Routine', 'Follow-Up', 'Routine']]","[[96, 94, 96, 92]]"
352,MANSION AT UPTOWN,2901 HENNEPIN AVE,44.9498,-93.29787,"[[55121, 191514, 250951]]","[['2017/02/28', '2018/05/15', '2019/05/24']]","[['Routine', 'Routine', 'Routine']]","[[98, 100, 100]]"
353,MARHABA,2801 NICOLLET AVE,44.95164,-93.2775,"[[55242, 190989, 243093]]","[['2017/02/14', '2018/02/15', '2019/02/14']]","[['Routine', 'Routine', 'Routine']]","[[94, 96, 98]]"
354,MARIAS CAFE,1113 FRANKLIN AVE E,44.96218,-93.25777,"[[124302, 234001, 280456]]","[['2017/11/27', '2018/11/26', '2019/12/04']]","[['Routine', 'Routine', 'Routine']]","[[100, 100, 96]]"
355,MARKET BAR-B-QUE,220 LOWRY AVE NE,45.013,-93.26509,"[[55503, 201976, 286813, 277122]]","[['2017/06/16', '2018/06/19', '2019/03/06', '2019/04/20']]","[['Routine', 'Routine', 'Routine', 'Routine']]","[[94, 100, 96, 92]]"
356,MARKET BAR-B-QUE 2,220 LOWRY AVE NE,45.013,-93.26509,"[[253647, 253730]]","[['2018/06/24', '2019/06/23']]","[['Routine', 'Routine']]","[[100, 96]]"
357,MARQUETTE HOTEL - JACQUES,710 MARQUETTE AVE,44.9763,-93.27148,"[[275072, 275074, 275073]]","[['2017/10/05', '2017/11/06', '2018/10/03']]","[['Routine', 'Follow-Up', 'Routine']]","[[86, 100, 100]]"
358,MARTINA,4312 UPTON AVE S,44.92421,-93.31519,"[[235031, 245049, 247994, 252982, 245048]]","[['2018/02/23', '2018/04/10', '2018/06/08', '2018/09/04', '2019/09/03']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine']]","[[70, 82, 92, 96, 96]]"
359,MASU SUSHI & ROBATA,328 HENNEPIN AVE E,44.98818,-93.25502,"[[62040, 192726, 246372, 307956]]","[['2017/03/15', '2018/03/16', '2019/03/27', '2019/05/24']]","[['Routine', 'Routine', 'Routine', 'Follow-Up']]","[[92, 94, 84, 98]]"
360,MAY DAY CAFE,3440 BLOOMINGTON AVE,44.93987,-93.25283,"[[124511, 124510, 234686, 234685, 280450]]","[['2017/01/24', '2017/12/04', '2018/01/11', '2018/11/28', '2019/12/04']]","[['Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Routine']]","[[92, 92, 98, 100, 92]]"
361,MAYA CUISINE,1840 CENTRAL AVE NE,45.00741,-93.24791,"[[62200, 222103, 222102, 271895]]","[['2017/08/17', '2017/08/18', '2018/08/17', '2019/08/16']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[74, 98, 94, 94]]"
362,MAYSLACKS POLKA LOUNGE,1428 4TH ST NE,45.00285,-93.26184,"[[62232, 201168, 201167, 253166, 261235, 252682]]","[['2017/06/07', '2017/06/13', '2018/06/07', '2018/07/16', '2018/08/15', '2019/06/10']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine']]","[[84, 100, 90, 92, 100, 92]]"
363,MCCORMICK & SCHMICKS SEAFOOD RESTAURANT,800 NICOLLET MALL,44.97564,-93.27385,"[[62258, 192328, 241160, 241159]]","[['2017/03/09', '2018/01/17', '2018/02/21', '2019/02/12']]","[['Routine', 'Routine', 'Follow-Up', 'Routine']]","[[100, 88, 100, 94]]"
364,MCDONALD'S,2400 NICOLLET AVE,44.95884,-93.27837,"[[232498, 237190, 286982]]","[['2018/01/05', '2019/01/03', '2020/01/02']]","[['Routine', 'Routine', 'Routine']]","[[100, 96, 100]]"
365,MEI INN,4215 BLOOMINGTON AVE,44.92659,-93.252,"[[62674, 198303, 204077, 198302, 253239, 271802, 280643, 253238]]","[['2017/05/11', '2017/07/10', '2017/09/27', '2018/06/06', '2018/09/13', '2018/11/28', '2019/02/05', '2019/06/20']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine']]","[[76, 88, 96, 76, 80, 82, 100, 94]]"
366,MEMORY LANES,2520 26TH AVE S,44.95644,-93.23513,"[[62741, 228826, 228825, 277870, 286820, 277869]]","[['2017/10/06', '2017/11/21', '2018/10/30', '2019/01/04', '2019/02/27', '2019/10/30']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine']]","[[84, 96, 92, 92, 100, 96]]"
367,MERCURY DINING ROOM & SHINDIG EVENT CTR,505 MARQUETTE AVE,44.97787,-93.26902,"[[251079, 252713, 252712, 314372]]","[['2018/06/12', '2018/07/24', '2019/06/18', '2019/07/18']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[66, 100, 86, 98]]"
368,MERCY DINING ROOM & BAR,901 HENNEPIN AVE,44.97606,-93.27687,"[[55295, 216083, 266518, 272287, 266517]]","[['2017/08/10', '2018/08/14', '2018/09/17', '2018/10/31', '2019/08/23']]","[['Routine', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine']]","[[90, 84, 92, 100, 94]]"
369,MERLINS REST PUB,3601 LAKE ST E,44.94808,-93.22019,"[[180624, 180623, 242149, 302771]]","[['2017/02/21', '2018/02/05', '2019/02/27', '2019/04/24']]","[['Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[96, 100, 88, 98]]"
370,MESA PIZZA,1323 4TH ST SE,44.98097,-93.23602,"[[13915, 234095, 234094]]","[['2017/11/28', '2018/01/12', '2019/05/29']]","[['Routine', 'Follow-Up', 'Routine']]","[[92, 96, 96]]"
371,MESA PIZZA UPTOWN,1440 LAKE ST W,44.94883,-93.29925,"[[13930, 200536]]","[['2017/05/31', '2018/12/05']]","[['Routine', 'Routine']]","[[96, 100]]"
372,MIDTOWN FARMERS MARKET,3032 MINNEHAHA AVE,44.94723,-93.23397,[[308847]],[['2019/08/03']],[['Routine']],[[100]]
373,MISSION AMERICAN KITCHEN & BAR,80 8TH ST S,44.97609,-93.27207,"[[21930, 192983, 192982, 247221, 247220, 309293]]","[['2017/03/15', '2017/04/24', '2018/03/30', '2018/05/15', '2019/04/23', '2019/06/21']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[88, 100, 70, 94, 86, 100]]"
374,MODERN TIMES,3200 CHICAGO AVE,44.94459,-93.26302,"[[28324, 193030, 245366]]","[['2017/03/13', '2018/03/02', '2019/03/05']]","[['Routine', 'Routine', 'Routine']]","[[100, 88, 94]]"
375,MOJO COFFEE GALLERY,2205 CALIFORNIA ST NE,45.01058,-93.26855,"[[28331, 193514, 246819, 290811, 339784, 340492]]","[['2017/03/24', '2018/03/26', '2018/12/07', '2019/12/06', '2020/01/07', '2020/01/07']]","[['Routine', 'Routine', 'Routine', 'Routine', 'Follow-Up', 'Follow-Up']]","[[98, 100, 96, 90, 94, 94]]"
376,MOMO SUSHI,1839 CENTRAL AVE NE,45.00735,-93.24701,[[281409]],[['2019/02/12']],[['Routine']],[[94]]
377,MONELLO / CONSTANTINE,1115 2ND AVE S #LOWER,44.97139,-93.27267,"[[125015, 125014, 233392, 233391, 281411, 339577]]","[['2017/01/27', '2017/11/13', '2017/12/20', '2018/12/11', '2019/12/12', '2020/01/10']]","[['Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[96, 82, 96, 92, 84, 96]]"
378,MONTE CARLO,219 3RD AVE N,44.98471,-93.27169,"[[34480, 231202, 233938, 231201, 278324, 278323, 334505]]","[['2017/10/20', '2017/11/27', '2018/02/13', '2018/10/30', '2019/05/04', '2019/10/23', '2019/11/22']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[88, 92, 92, 90, 100, 80, 96]]"
379,MOOSE AND SADIE'S COFFEE HOUSE,212 3RD AVE N #107,44.98532,-93.27222,"[[34527, 254814, 255467]]","[['2017/02/03', '2018/07/18', '2019/07/18']]","[['Routine', 'Routine', 'Routine']]","[[96, 92, 92]]"
380,MOOSE ON MONROE,356 MONROE ST NE,44.99462,-93.25279,"[[278325, 279477, 281582, 279476, 337293, 340447]]","[['2018/11/07', '2018/12/17', '2019/01/28', '2019/11/07', '2019/12/27', '2020/02/03']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up']]","[[94, 88, 98, 76, 88, 96]]"
381,MOROCCAN FLAVORS,920 LAKE ST E #126,44.94931,-93.26076,"[[34610, 198005, 198004, 248925, 248924, 309194]]","[['2017/05/09', '2017/06/07', '2018/04/30', '2018/06/01', '2019/04/25', '2019/05/21']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[92, 100, 72, 96, 92, 100]]"
382,MUDDY WATERS,2933 LYNDALE AVE S,44.94922,-93.28767,"[[34925, 204573, 251514, 254815]]","[['2017/07/01', '2017/09/21', '2018/07/18', '2019/07/16']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[88, 100, 100, 94]]"
383,MY BURGER,601 MARQUETTE AVE #206,44.97688,-93.26998,"[[35054, 191899, 191898, 245435, 245434, 302799]]","[['2017/02/28', '2017/04/24', '2018/03/06', '2018/04/04', '2019/03/04', '2019/04/12']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[96, 100, 88, 96, 72, 94]]"
384,MY BURGER,213 OAK ST SE,44.97418,-93.22666,"[[35048, 35043, 212635, 212634, 201031, 256642, 252053, 313220]]","[['2017/06/08', '2017/08/04', '2017/09/06', '2018/06/05', '2018/06/05', '2019/06/06', '2019/07/11', '2019/07/29']]","[['Routine', 'Routine', 'Follow-Up', 'Routine', 'Routine', 'Routine', 'Routine', 'Follow-Up']]","[[92, 88, 96, 94, 94, 90, 96, 100]]"
385,MY BURGER,3100 EXCELSIOR BLVD,44.94503,-93.32364,"[[35031, 226999, 226998, 272236]]","[['2017/09/25', '2017/11/02', '2018/09/18', '2019/09/18']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[96, 100, 94, 100]]"
386,MY HUONG KITCHEN,2718 NICOLLET AVE #101B,44.95308,-93.27841,"[[35079, 194139, 247195]]","[['2017/03/28', '2018/03/30', '2019/03/28']]","[['Routine', 'Routine', 'Routine']]","[[100, 100, 96]]"
387,NAF NAF GRILL,200 6TH ST S #110,44.9769,-93.26762,"[[40973, 229646, 229645, 274679]]","[['2017/10/06', '2017/11/22', '2018/10/03', '2019/10/02']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[92, 100, 100, 96]]"
388,NAF NAF GRILL,856 WASHINGTON AVE SE,44.97333,-93.22601,"[[40975, 232633, 279330]]","[['2017/11/07', '2018/11/13', '2019/11/13']]","[['Routine', 'Routine', 'Routine']]","[[100, 100, 98]]"
389,NAF NAF GRILL,121 8TH ST S,44.97441,-93.27109,"[[227850, 234229, 281418]]","[['2017/11/29', '2018/12/12', '2019/12/16']]","[['Routine', 'Routine', 'Routine']]","[[100, 96, 100]]"
390,NAMASTE CAFE,2512 HENNEPIN AVE,44.95691,-93.29624,"[[180568, 180567, 237013, 237012, 268860]]","[['2017/02/23', '2017/12/13', '2018/02/16', '2018/08/11', '2019/08/16']]","[['Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Routine']]","[[100, 88, 96, 96, 96]]"
391,NICOS TACOS,2516 HENNEPIN AVE,44.95678,-93.29629,"[[124532, 124531, 234852, 234851, 285068, 338846]]","[['2017/01/24', '2017/11/29', '2018/02/16', '2018/11/28', '2019/12/11', '2020/01/14']]","[['Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[98, 92, 100, 94, 84, 96]]"
392,NIGHTHAWKS,3753 NICOLLET AVE,44.93438,-93.27748,"[[48565, 201868, 201867, 266898, 271337, 277928, 271336, 331643, 338883]]","[['2017/06/13', '2017/07/19', '2018/06/27', '2018/08/23', '2018/10/16', '2018/11/07', '2019/08/22', '2019/12/04', '2020/01/23']]","[['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up']]","[[66, 100, 68, 82, 82, 98, 68, 90, 86]]"
393,NIGHTINGALE,2551 LYNDALE AVE S,44.95578,-93.28769,"[[48580, 181098, 48566, 231103, 231102, 277018, 334474]]","[['2017/01/05', '2017/03/16', '2017/10/24', '2017/11/28', '2018/10/23', '2019/10/23', '2019/12/11']]","[['Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[100, 100, 80, 90, 92, 70, 96]]"
394,NOLO'S KITCHEN & BAR / THE BASEMENT BAR,511 WASHINGTON AVE N,44.98618,-93.27554,"[[231474, 236995, 285912, 285911, 339096]]","[['2017/12/21', '2018/12/18', '2019/01/09', '2019/12/17', '2020/01/14']]","[['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[96, 82, 94, 84, 92]]"
395,NOODLES & COMPANY,3040 EXCELSIOR BLVD,44.94759,-93.32256,"[[48751, 196506, 196505, 248239]]","[['2017/04/20', '2017/06/13', '2018/04/19', '2019/05/03']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[90, 98, 100, 100]]"
396,NORMANDY KITCHEN,405 8TH ST S,44.97315,-93.26743,"[[30146, 190596, 189765, 242963, 298684]]","[['2017/02/01', '2017/03/27', '2018/02/07', '2019/02/13', '2019/03/26']]","[['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[86, 100, 94, 88, 96]]"
397,NORTH LOOP GALLEY,729 WASHINGTON AVE N,44.98794,-93.27803,"[[338343, 349502, 349731]]","[['2020/01/24', '2020/01/27', '2020/02/06']]","[['Routine', 'Follow-Up', 'Follow-Up']]","[[46, 88, 76]]"
398,NORTHEAST CENTER,342 13TH AVE NE,45.00058,-93.26222,"[[55691, 228253, 277027, 304308]]","[['2017/10/02', '2018/10/02', '2019/03/18', '2019/10/03']]","[['Routine', 'Routine', 'Routine', 'Routine']]","[[100, 100, 98, 100]]"
399,NORTHERN COFFEEWORKS,1027 WASHINGTON AVE S,44.97519,-93.25366,"[[205634, 227827, 228733, 277223]]","[['2017/09/25', '2017/09/27', '2018/10/12', '2019/10/09']]","[['Routine', 'Routine', 'Routine', 'Routine']]","[[98, 98, 100, 94]]"
400,NORTHERN LIGHTS TEA COMPANY,811 LASALLE AVE,44.97592,-93.27444,"[[55762, 234911]]","[['2017/12/04', '2019/11/05']]","[['Routine', 'Routine']]","[[94, 94]]"
401,ONE TWO THREE SUSHI,80 8TH ST S #228,44.97609,-93.27207,"[[63211, 213783, 213782, 265726, 265725, 324692]]","[['2017/08/07', '2017/10/10', '2018/08/20', '2018/10/11', '2019/08/19', '2019/10/07']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[72, 94, 80, 94, 84, 100]]"
402,ONE WEST CATERING,1 DIAMOND LAKE RD W,44.90375,-93.27844,"[[63259, 188672, 242411]]","[['2017/01/19', '2018/01/29', '2019/02/08']]","[['Routine', 'Routine', 'Routine']]","[[96, 100, 100]]"
403,ORIENT EXPRESS,601 MARQUETTE AVE #204,44.97686,-93.26995,"[[63331, 189652, 241264, 241263, 287858, 340419]]","[['2017/01/18', '2018/01/19', '2018/02/28', '2019/01/10', '2020/01/08', '2020/01/22']]","[['Routine', 'Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[94, 94, 100, 98, 84, 96]]"
404,ORIGAMI UPTOWN,1354 LAGOON AVE,44.94972,-93.29735,"[[63359, 63360, 229331, 228772, 275775, 275086]]","[['2017/01/26', '2017/10/11', '2017/12/29', '2018/10/10', '2018/12/08', '2019/10/10']]","[['Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[100, 90, 100, 88, 100, 94]]"
405,ORIGIN MEALS - CLIFTON LARSON ALLEN,220 6TH ST S,44.9769,-93.26762,[[320061]],[['2019/09/30']],[['Routine']],[[100]]
406,OUR KITCHEN,813 36TH ST W,44.93752,-93.29039,"[[14552, 228706, 235160, 228705, 276594, 276593]]","[['2017/10/10', '2017/12/12', '2018/02/06', '2018/10/18', '2018/11/27', '2019/10/18']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[90, 94, 100, 78, 100, 94]]"
407,PAD GA POW,811 LASALLE AVE #207,44.97592,-93.27444,"[[14669, 199899, 199898, 249138]]","[['2017/05/18', '2017/06/14', '2018/04/25', '2019/03/18']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[64, 94, 100, 100]]"
408,PAGODA,1417 4TH ST SE,44.98044,-93.23469,"[[14695, 192205, 245741, 304479]]","[['2017/02/27', '2018/03/07', '2019/03/08', '2019/05/01']]","[['Routine', 'Routine', 'Routine', 'Follow-Up']]","[[100, 96, 80, 94]]"
409,PAIR OF DICE PIZZA,2715 WEST BROADWAY,45.00926,-93.31505,"[[180867, 180866, 238099, 289678]]","[['2017/02/13', '2018/01/12', '2019/01/11', '2019/03/01']]","[['Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[100, 90, 88, 94]]"
410,PANCHO VILLA'S RESTAURANT,2539 NICOLLET AVE,44.95603,-93.27747,"[[312845, 319029, 329225]]","[['2019/07/25', '2019/09/11', '2019/11/18']]","[['Routine', 'Follow-Up', 'Follow-Up']]","[[76, 90, 92]]"
411,PANERA BREAD #1318,809 NICOLLET MALL,44.97559,-93.2728,"[[14945, 199883, 199882, 247533]]","[['2017/05/16', '2017/06/14', '2018/03/04', '2019/03/06']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[84, 100, 96, 96]]"
412,PANERA BREAD #8001,809 NICOLLET MALL,44.97559,-93.2728,"[[14955, 245170]]","[['2018/02/27', '2019/08/21']]","[['Routine', 'Routine']]","[[96, 100]]"
413,PANTAGES THEATRE,710 HENNEPIN AVE #TRACT TRAC,44.97801,-93.27548,"[[14979, 196901]]","[['2017/04/26', '2018/11/06']]","[['Routine', 'Routine']]","[[96, 92]]"
414,PARALLEL,145 HOLDEN ST N,44.97948,-93.28425,"[[241941, 248353]]","[['2018/04/04', '2019/10/03']]","[['Routine', 'Routine']]","[[94, 92]]"
415,PARKWAY PIZZA,2851 JOHNSON ST NE,45.02025,-93.23674,"[[22184, 194016, 191540, 245426]]","[['2017/03/01', '2017/04/25', '2018/03/01', '2019/03/01']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[86, 98, 100, 100]]"
416,PARKWAY PIZZA,4359 MINNEHAHA AVE,44.92349,-93.21639,"[[22171, 201549, 201548, 253979, 253978]]","[['2017/06/14', '2017/08/08', '2018/06/27', '2018/08/15', '2019/07/10']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[90, 98, 96, 96, 96]]"
417,PARKWAY THEATER,4814 CHICAGO AVE,44.9156,-93.26304,"[[275529, 303967]]","[['2019/03/06', '2019/05/15']]","[['Routine', 'Follow-Up']]","[[86, 100]]"
418,PASTELERIA EL DURANGUENSE,2418 CENTRAL AVE NE,45.01281,-93.24788,"[[22214, 189820, 237003, 237002, 286183, 296768, 303692]]","[['2017/02/01', '2017/12/18', '2018/02/06', '2018/12/24', '2019/02/06', '2019/03/11', '2019/04/23']]","[['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up']]","[[98, 78, 100, 96, 94, 94, 96]]"
419,PATISSERIE 46,4552 GRAND AVE S,44.91976,-93.28481,"[[22281, 224927, 224926, 274035, 274034]]","[['2017/08/31', '2017/10/26', '2018/09/27', '2018/11/14', '2019/11/01']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[94, 100, 90, 100, 92]]"
420,PENINSULA MALAYSIAN CUISINE,2608 NICOLLET AVE,44.95511,-93.27832,"[[22440, 204364, 204363, 255489, 255488]]","[['2017/07/13', '2017/08/15', '2018/07/18', '2018/09/07', '2019/07/17']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[82, 96, 90, 96, 98]]"
421,PENNYS COFFEE,3509 44TH ST W,44.92292,-93.32437,"[[232391, 241356, 246081, 241355, 292948, 292947]]","[['2018/01/18', '2018/03/13', '2018/05/02', '2019/01/18', '2019/02/28', '2020/01/15']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[66, 86, 96, 92, 100, 100]]"
422,PEOPLES ORGANIC COFFEE & WINE,3001 HENNEPIN AVE #1175,44.94743,-93.29732,"[[22611, 224167, 228848, 224166, 272064, 278086, 272063]]","[['2017/08/24', '2017/10/12', '2017/11/07', '2018/09/13', '2018/10/29', '2018/11/30', '2019/09/13']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine']]","[[88, 88, 94, 72, 94, 100, 92]]"
423,PEPPERS & FRIES,3900 LAKE ST E,44.94864,-93.21619,"[[22712, 192234, 192233, 247539, 247538]]","[['2017/03/07', '2017/04/18', '2018/04/05', '2018/05/15', '2019/04/18']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[90, 98, 86, 100, 94]]"
424,PHO TAU BAY RESTAURANT,2837 NICOLLET AVE,44.95073,-93.27751,"[[124529, 197796, 124528, 232598, 232597, 280132]]","[['2017/05/01', '2017/06/22', '2017/11/06', '2018/01/18', '2018/11/20', '2019/05/21']]","[['Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Routine']]","[[70, 98, 94, 96, 94, 92]]"
425,PIMENTO JAMAICAN KITCHEN,2524 NICOLLET AVE,44.95644,-93.27839,"[[200553, 28793, 203782, 208335, 259489, 252647, 259488, 320018]]","[['2017/07/07', '2017/07/26', '2018/06/14', '2018/07/30', '2018/09/18', '2019/06/08', '2019/07/30', '2019/09/19']]","[['Routine', 'Routine', 'Routine', 'Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[96, 96, 100, 94, 96, 92, 90, 94]]"
426,PINEDA MOBILE,2130 LAKE ST E,44.94937,-93.24092,[[249297]],[['2019/08/29']],[['Routine']],[[92]]
427,PINEDA TACOS PLUS,330 LAKE ST E,44.94854,-93.27084,"[[28838, 192331, 245275, 245274]]","[['2017/03/07', '2018/03/02', '2018/04/06', '2019/03/05']]","[['Routine', 'Routine', 'Follow-Up', 'Routine']]","[[96, 96, 98, 96]]"
428,PINEDAS TACOS,2130 LAKE ST E,44.94937,-93.24092,"[[203550, 222852, 272079, 272078, 326152]]","[['2017/08/24', '2018/09/13', '2018/10/23', '2019/08/26', '2019/10/24']]","[['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[100, 96, 100, 86, 98]]"
429,PINKU JAPANESE STREET FOOD,20 UNIVERSITY AVE NE #D,44.98843,-93.25699,"[[28869, 214833, 271715]]","[['2017/08/03', '2018/09/12', '2019/09/12']]","[['Routine', 'Routine', 'Routine']]","[[100, 100, 94]]"
430,PIZZA HUT  #30214,4800 CHICAGO AVE,44.91592,-93.26294,"[[28961, 190694, 190693, 253897, 263460, 253896]]","[['2017/02/15', '2017/03/15', '2018/06/28', '2018/08/09', '2018/09/13', '2019/12/16']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine']]","[[96, 100, 86, 90, 96, 96]]"
431,PIZZA LA VISTA,504 1ST AVE N,44.9804,-93.27433,"[[29010, 188223, 242643, 296837]]","[['2017/01/18', '2018/02/08', '2019/02/07', '2020/02/04']]","[['Routine', 'Routine', 'Routine', 'Routine']]","[[100, 100, 100, 100]]"
432,PIZZA LUCE,2200 FRANKLIN AVE E,44.96299,-93.24045,"[[29056, 198277, 201882, 198276, 251487]]","[['2017/05/15', '2017/06/20', '2017/07/17', '2018/05/25', '2019/05/22']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Routine']]","[[82, 90, 100, 100, 98]]"
433,PIZZA LUCE,3200 LYNDALE AVE S,44.94451,-93.28857,"[[36984, 221442, 221441, 265797]]","[['2017/08/22', '2017/10/13', '2018/08/20', '2019/08/20']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[86, 100, 98, 100]]"
434,PIZZA LUCE',119 4TH ST N,44.98159,-93.27371,"[[29031, 181546, 181545, 242900]]","[['2017/01/17', '2017/02/14', '2018/02/09', '2019/02/19']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[94, 100, 96, 94]]"
435,PIZZERIA LOLA,5557 XERXES AVE S,44.90186,-93.31846,"[[29115, 190548, 189626, 243578]]","[['2017/01/26', '2017/04/18', '2018/02/15', '2019/02/27']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[96, 100, 100, 96]]"
436,POPEYES CHICKEN & BISCUITS,310 LAKE ST W,44.9486,-93.28341,"[[124508, 124507, 233108, 279227]]","[['2017/04/28', '2017/11/13', '2018/11/13', '2019/11/15']]","[['Follow-Up', 'Routine', 'Routine', 'Routine']]","[[100, 100, 98, 98]]"
437,POPOL VUH,1414 QUINCY ST NE,45.00276,-93.25158,"[[253447, 272291, 272290]]","[['2018/08/24', '2018/09/24', '2019/08/23']]","[['Routine', 'Follow-Up', 'Routine']]","[[84, 92, 90]]"
438,POTBELLY SANDWICH WORKS,80 8TH ST S,44.97609,-93.27207,"[[35230, 225464, 225463, 304120]]","[['2017/09/13', '2017/11/02', '2019/03/12', '2019/04/12']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[94, 100, 92, 100]]"
439,POTTERS PASTIES,1828 COMO AVE SE,44.98757,-93.22588,"[[35270, 202535, 252780]]","[['2017/06/27', '2018/06/15', '2019/06/11']]","[['Routine', 'Routine', 'Routine']]","[[96, 98, 94]]"
440,POTTERS PASTIES 2,1828 COMO AVE SE,44.98757,-93.22588,"[[35274, 202512, 253490]]","[['2017/06/27', '2018/06/27', '2019/05/05']]","[['Routine', 'Routine', 'Routine']]","[[100, 94, 94]]"
441,POTTERS PASTIES AND PIES,1828 COMO AVE SE,44.98757,-93.22588,"[[35285, 202011, 202010, 253455]]","[['2017/06/10', '2017/06/27', '2018/06/26', '2019/06/27']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[92, 100, 100, 98]]"
442,PRACNA & THEATRE,115 MAIN ST SE,44.98478,-93.25567,"[[35308, 209045, 209044, 254559, 254558, 315672]]","[['2017/07/18', '2017/09/13', '2018/07/12', '2018/08/14', '2019/07/12', '2019/08/19']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[76, 100, 96, 100, 88, 92]]"
443,PRIETO,701 LAKE ST W,44.94814,-93.28838,[[313343]],[['2019/08/08']],[['Routine']],[[92]]
