,inspect_name,address,zipcode,neighborhood,latitude,longitude,inspectionidnumber,dateofinspection,inspectiontype,inspectionscore,updated
89,DRAKE HOTEL,416 10TH ST S,55404,Downtown West,44.97161,-93.26796,"[12271, 231767, 277911, 277910]","['2017/10/25', '2018/10/31', '2018/12/07', '2019/10/30']","['Routine', 'Routine', 'Follow-Up', 'Routine']","[96, 92, 100, 94]","Sun, Mar 15, 2020 at 04:27 PM"
90,DUCK DUCK COFFEE,1830 38TH ST E,55407,Standish,44.93425,-93.24695,"[335484, 339011]","['2019/12/16', '2020/01/22']","['Routine', 'Follow-Up']","[90, 100]","Sun, Mar 15, 2020 at 04:27 PM"
91,DUR DUR RESTAURANT,2511 BLOOMINGTON AVE,55404,East Phillips,44.95686,-93.25204,"[287029, 304718, 309582, 313579]","['2019/03/12', '2019/04/29', '2019/06/06', '2019/07/15']","['Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up']","[78, 76, 80, 94]","Sun, Mar 15, 2020 at 04:27 PM"
92,E & L SUPERMARKET & DELI,1122 LOWRY AVE N,55411,Folwell,45.01336,-93.29397,"[19830, 196393, 247714, 247713, 331073]","['2017/04/06', '2018/04/06', '2018/05/07', '2019/10/02', '2019/11/12']","['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[96, 92, 100, 72, 92]","Sun, Mar 15, 2020 at 04:27 PM"
93,EASTSIDE FOOD COOPERATIVE,2551 CENTRAL AVE NE,55418,Audubon Park,45.01451,-93.24681,"[20034, 228258, 276324, 333417]","['2017/10/05', '2018/10/16', '2019/10/15', '2019/11/18']","['Routine', 'Routine', 'Routine', 'Follow-Up']","[96, 96, 78, 96]","Sun, Mar 15, 2020 at 04:27 PM"
94,EBENEZER LOREN ON PARK,2625 PARK AVE,55407,Phillips West,44.95443,-93.26447,"[245396, 248617]","['2018/04/27', '2019/04/23']","['Routine', 'Routine']","[94, 94]","Sun, Mar 15, 2020 at 04:27 PM"
95,EDDINGTON'S,625 MARQUETTE AVE #232,55402,Downtown West,44.97642,-93.27017,[340316],['2020/03/04'],['Routine'],[62],"Sun, Mar 15, 2020 at 04:27 PM"
96,EINSTEIN BROS BAGELS,720 22ND AVE S,55454,Cedar Riverside,44.96561,-93.24177,"[26321, 221954]","['2017/08/24', '2019/02/15']","['Routine', 'Routine']","[98, 98]","Sun, Mar 15, 2020 at 04:27 PM"
97,EL CAFE,3001 BROADWAY ST NE,55413,Mid - City Industrial,44.99974,-93.21928,"[303333, 310311]","['2019/05/03', '2019/06/11']","['Routine', 'Follow-Up']","[86, 98]","Sun, Mar 15, 2020 at 04:27 PM"
98,EL POLLO DE LOS SANTOS,1700 LAKE ST E,55407,East Phillips,44.94865,-93.2493,"[26602, 192421, 247072]","['2017/03/11', '2018/03/27', '2019/03/18']","['Routine', 'Routine', 'Routine']","[100, 98, 100]","Sun, Mar 15, 2020 at 04:27 PM"
99,ELEMENT BY WESTIN MINNEAPOLIS DWNTOWN NORTH LOOP,501 6TH AVE N,55401,North Loop,44.98397,-93.27925,[340532],['2020/02/14'],['Routine'],[96],"Sun, Mar 15, 2020 at 04:27 PM"
100,ELK'S LOUNGE,1614 PLYMOUTH AVE N,55411,Near - North,44.99179,-93.30149,"[188941, 252894]","['2018/06/04', '2020/01/16']","['Routine', 'Routine']","[98, 90]","Sun, Mar 15, 2020 at 04:27 PM"
101,EMBASSY SUITES MINNEAPOLIS DOWNTOWN,12 6TH ST S,55402,Downtown West,44.97883,-93.27279,"[32206, 217867, 263846, 324001]","['2017/08/15', '2018/08/09', '2019/08/13', '2019/09/11']","['Routine', 'Routine', 'Routine', 'Follow-Up']","[100, 92, 90, 100]","Sun, Mar 15, 2020 at 04:27 PM"
102,EUREST @ SRI COFFEE BAR,111 WASHINGTON AVE S,55401,Downtown West,44.98049,-93.26682,[245901],['2019/06/17'],['Routine'],[98],"Sun, Mar 15, 2020 at 04:27 PM"
103,EUREST DINING @ AMERICAN EXPRESS,707 2ND AVE S,55402,Downtown West,44.97519,-93.26907,"[32603, 204045, 259453]","['2017/07/12', '2018/07/31', '2019/08/05']","['Routine', 'Routine', 'Routine']","[100, 96, 92]","Sun, Mar 15, 2020 at 04:27 PM"
104,EUREST DINING COLOPLAST,1601 WEST RIVER RD N,55411,Near - North,44.99539,-93.2775,"[280906, 298342, 298341]","['2019/02/14', '2019/03/28', '2020/02/11']","['Routine', 'Follow-Up', 'Routine']","[86, 100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
105,EVERETT'S FOODS,1833 38TH ST E,55407,Standish,44.93388,-93.24682,"[251095, 262029, 262028]","['2018/07/24', '2018/09/19', '2019/07/10']","['Routine', 'Follow-Up', 'Routine']","[90, 100, 94]","Sun, Mar 15, 2020 at 04:27 PM"
106,FABULOUS RESTAURANT & CATERING,2602 BLOOMINGTON AVE,55407,Midtown Phillips,44.95531,-93.25283,"[38991, 199578, 199577, 247402, 308778]","['2017/05/10', '2017/06/26', '2018/04/05', '2019/04/10', '2019/05/21']","['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']","[94, 100, 100, 94, 96]","Sun, Mar 15, 2020 at 04:27 PM"
107,FARMERS MARKET ANNEX - COMM KITCHEN,225 BORDER AVE N,55405,North Loop,44.98044,-93.28579,[278181],['2019/05/02'],['Routine'],[100],"Sun, Mar 15, 2020 at 04:27 PM"
108,FATHI CAFE,2910 PILLSBURY AVE,55408,Whittier,44.94969,-93.2821,"[39324, 207437, 224677, 207436, 256691, 256690, 316303]","['2017/07/20', '2017/09/06', '2017/09/25', '2018/07/24', '2018/09/18', '2019/07/19', '2019/12/17']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[82, 98, 100, 92, 98, 88, 98]","Sun, Mar 15, 2020 at 04:27 PM"
109,FIRST AVENUE,701 1ST AVE N,55403,Downtown West,44.97828,-93.27603,"[198099, 201468, 210108, 223921, 201467, 251261, 251260, 310583]","['2017/06/13', '2017/07/28', '2017/08/30', '2017/10/11', '2018/05/18', '2018/06/22', '2019/05/15', '2019/06/11']","['Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[86, 90, 94, 96, 78, 100, 90, 100]","Sun, Mar 15, 2020 at 04:27 PM"
110,FIVE DECO,2917 BRYANT AVE S,55408,Lowry Hill East,44.94935,-93.29027,"[46447, 231998, 231641, 279458]","['2017/10/28', '2017/12/29', '2018/11/13', '2019/11/13']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[94, 98, 100, 94]","Sun, Mar 15, 2020 at 04:27 PM"
111,FIVE WATT COFFEE,3350 LYNDALE AVE S,55408,McKinley,45.01653,-93.2876,[304659],['2019/05/23'],['Routine'],[98],"Sun, Mar 15, 2020 at 04:27 PM"
112,FLAMINGO RESTAURANT LLC,201 LAKE ST E,55408,Lyndale,44.9478,-93.28183,"[251067, 275093]","['2018/10/09', '2019/11/16']","['Routine', 'Routine']","[96, 100]","Sun, Mar 15, 2020 at 04:27 PM"
113,FOCAL POINTE CAFE (PHILLIPS EYE),2215 PARK AVE,55404,Phillips West,44.95995,-93.26432,"[46653, 198372, 198371]","['2017/05/16', '2017/06/13', '2018/11/02']","['Routine', 'Follow-Up', 'Routine']","[94, 100, 92]","Sun, Mar 15, 2020 at 04:27 PM"
114,FRESH THYME FARMERS MARKET,24 30TH AVE SE,55414,Prospect Park - East River Road,44.97135,-93.21436,"[252800, 272081]","['2018/07/12', '2019/07/18']","['Routine', 'Routine']","[90, 92]","Sun, Mar 15, 2020 at 04:27 PM"
115,FUENTE DE SODAS VIKKY,417 LAKE ST E,55408,Central,44.94779,-93.26942,"[233188, 238092, 340571]","['2018/01/12', '2020/01/10', '2020/01/17']","['Routine', 'Routine', 'Follow-Up']","[98, 78, 100]","Sun, Mar 15, 2020 at 04:27 PM"
116,GALE MANSION,2115 STEVENS AVE,55404,Whittier,44.96134,-93.27491,"[54131, 197815, 249383]","['2017/05/05', '2018/05/11', '2019/05/10']","['Routine', 'Routine', 'Routine']","[98, 96, 96]","Sun, Mar 15, 2020 at 04:27 PM"
117,GAS PLUS 5,5601 XERXES AVE S,55410,Armatage,44.90132,-93.3185,"[54268, 54269, 246681]","['2017/01/17', '2018/03/14', '2019/05/02']","['Follow-Up', 'Routine', 'Routine']","[100, 96, 96]","Sun, Mar 15, 2020 at 04:27 PM"
118,GATEWAY CAFE BY D'AMICO & SONS,200 OAK ST SE,55455,University of Minnesota,44.97538,-93.23305,"[60869, 194239, 247149]","['2017/03/23', '2018/04/02', '2019/03/29']","['Routine', 'Routine', 'Routine']","[76, 98, 96]","Sun, Mar 15, 2020 at 04:27 PM"
119,GEEK LOVE CAFE,3032 MINNEHAHA AVE,55406,Longfellow,44.94723,-93.23397,"[276916, 277474, 277473]","['2018/10/25', '2018/12/20', '2019/10/24']","['Routine', 'Follow-Up', 'Routine']","[92, 100, 94]","Sun, Mar 15, 2020 at 04:27 PM"
120,GLOBAL COFFEE,912 24TH ST E #B113,55404,Ventura Village,44.95968,-93.26037,[304219],['2019/04/30'],['Routine'],[94],"Sun, Mar 15, 2020 at 04:27 PM"
121,GOLD ROOM RESTAURANT AND LOUNGE,528 HENNEPIN AVE,55403,Downtown West,44.9794,-93.27351,"[277717, 286447]","['2018/12/26', '2020/01/03']","['Routine', 'Routine']","[96, 94]","Sun, Mar 15, 2020 at 04:27 PM"
122,GOOD DEAL ORIENTAL FOODS,1800 LOWRY AVE N,55411,Folwell,45.01349,-93.30227,"[12408, 228320, 228319, 276369, 276368, 332253]","['2017/09/29', '2017/11/29', '2018/10/12', '2018/11/15', '2019/10/08', '2019/12/05']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[92, 100, 96, 100, 78, 100]","Sun, Mar 15, 2020 at 04:27 PM"
123,GOOD TO GO,800 LASALLE AVE #214,55402,Downtown West,44.97641,-93.27513,"[251133, 254735, 254734, 315678]","['2018/07/17', '2018/08/22', '2019/07/18', '2019/08/26']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[88, 96, 78, 96]","Sun, Mar 15, 2020 at 04:27 PM"
124,GRACE CENTER FOR COMMUNITY LIFE,1500 6TH ST NE,55413,Corcoran,44.96936,-93.25057,"[12552, 230952, 292999]","['2017/10/24', '2019/01/26', '2020/02/22']","['Routine', 'Routine', 'Routine']","[100, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
125,GRAND CAFE - HONEYWELL,1433 STINSON PKWY,55413,Northeast Park,45.00212,-93.22144,"[12614, 188952, 237435, 287861, 287860]","['2017/01/23', '2018/01/10', '2019/01/10', '2019/03/18', '2020/02/11']","['Routine', 'Routine', 'Routine', 'Follow-Up', 'Routine']","[100, 98, 88, 96, 92]","Sun, Mar 15, 2020 at 04:27 PM"
126,GREAT HARVEST BREAD CO.,4314 UPTON AVE S,55410,Linden Hills,44.92399,-93.31524,"[12785, 219072, 270427, 270426]","['2017/08/16', '2018/08/22', '2018/09/27', '2019/08/21']","['Routine', 'Routine', 'Follow-Up', 'Routine']","[84, 90, 100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
127,GREENWAY CAFE,2833 13TH AVE S #101,55407,Midtown Phillips,44.95078,-93.25592,"[20158, 203438, 254456]","['2017/07/05', '2018/07/10', '2019/07/31']","['Routine', 'Routine', 'Routine']","[100, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
128,GRUMPY'S BAR,2200 4TH ST NE,55418,Hawthorne,45.00164,-93.28466,"[20239, 200618]","['2017/05/26', '2018/12/21']","['Routine', 'Routine']","[96, 94]","Sun, Mar 15, 2020 at 04:27 PM"
129,GULET DELI & GROCERY,922 24TH ST E,55404,Ventura Village,44.95941,-93.25991,"[124325, 230968, 230967, 275907, 275906, 334261]","['2017/10/25', '2017/11/28', '2018/10/16', '2018/12/04', '2019/10/15', '2019/11/26']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[96, 100, 94, 100, 86, 98]","Sun, Mar 15, 2020 at 04:27 PM"
130,GUTHRIE THEATER - CULINAIRE,818 2ND ST S #TRACT E,55415,Downtown East,44.97815,-93.2553,"[20367, 181022, 181021, 240979, 290635]","['2017/01/04', '2017/03/10', '2018/01/03', '2019/01/09', '2020/01/21']","['Routine', 'Follow-Up', 'Routine', 'Routine', 'Routine']","[100, 100, 100, 100, 92]","Sun, Mar 15, 2020 at 04:27 PM"
131,HAMDI COFFEE,2910 PILLSBURY AVE,55408,Whittier,44.94969,-93.2821,[331132],['2019/10/16'],['Routine'],[94],"Sun, Mar 15, 2020 at 04:27 PM"
132,HAMPTON INN & SUITES,2812 UNIVERSITY AVE SE,55414,Prospect Park - East River Road,44.97104,-93.21676,"[204193, 208352]","['2017/07/27', '2019/01/03']","['Routine', 'Routine']","[98, 96]","Sun, Mar 15, 2020 at 04:27 PM"
133,HARWANAAG RESTAURANT,2532 25TH AVE S,55406,Seward,44.95614,-93.2367,"[237277, 251219, 255466, 251218, 309814]","['2018/05/22', '2018/07/19', '2018/08/23', '2019/05/02', '2019/07/01']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']","[96, 80, 96, 86, 96]","Sun, Mar 15, 2020 at 04:27 PM"
134,HEART HOSPITAL KITCHEN,800 28TH ST E,55407,Midtown Phillips,44.95458,-93.26133,"[51374, 195073, 247606]","['2017/04/05', '2018/04/09', '2019/04/11']","['Routine', 'Routine', 'Routine']","[100, 98, 100]","Sun, Mar 15, 2020 at 04:27 PM"
135,HENNEPIN COUNTY MEDICAL CENTER,701 PARK AVE,55415,Elliot Park,44.97208,-93.26244,"[27096, 228625, 277084, 333366]","['2017/09/19', '2018/09/19', '2019/09/23', '2019/11/20']","['Routine', 'Routine', 'Routine', 'Follow-Up']","[100, 100, 88, 96]","Sun, Mar 15, 2020 at 04:27 PM"
136,HEWING HOTEL,300 WASHINGTON AVE N,55401,University of Minnesota,44.97302,-93.23473,"[192808, 192942, 197602, 192941, 247219, 249318, 247218, 309482]","['2017/03/14', '2017/05/01', '2017/06/01', '2018/03/30', '2018/05/04', '2018/05/30', '2019/04/15', '2019/05/16']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']","[82, 94, 100, 84, 94, 100, 84, 100]","Sun, Mar 15, 2020 at 04:27 PM"
137,HIAWATHA GOLF COURSE,4553 LONGFELLOW AVE,55407,Ericsson,44.92045,-93.24399,"[27322, 201634, 281578]","['2017/06/13', '2018/12/11', '2019/06/19']","['Routine', 'Routine', 'Routine']","[98, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
138,HIJAZ FOOD AND SMOOTHIES,912 24TH ST E #124,55404,Ventura Village,44.95968,-93.26037,"[180737, 232086, 232085, 277035]","['2017/11/02', '2017/11/22', '2018/10/23', '2019/10/23']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[82, 100, 100, 94]","Sun, Mar 15, 2020 at 04:27 PM"
139,HILTON GARDEN INN,1101 4TH AVE S,55404,Downtown West,44.97009,-93.26984,"[32941, 193053, 197250, 193052, 247986, 247985]","['2017/03/20', '2017/04/28', '2017/05/26', '2018/03/27', '2018/05/09', '2019/03/14']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']","[82, 88, 96, 96, 100, 94]","Sun, Mar 15, 2020 at 04:27 PM"
140,HISSHO SUSHI,1201 HENNEPIN AVE,55403,Loring Park,44.97439,-93.28037,"[33091, 188236, 237327, 286979]","['2017/01/19', '2018/01/04', '2019/01/03', '2019/12/27']","['Routine', 'Routine', 'Routine', 'Routine']","[94, 100, 100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
141,HISSHO SUSHI,25 UNIVERSITY AVE SE,55414,Nicollet Island - East Bank,44.98758,-93.25499,"[124351, 235488, 281580]","['2017/12/05', '2018/12/12', '2019/12/10']","['Routine', 'Routine', 'Routine']","[98, 98, 96]","Sun, Mar 15, 2020 at 04:27 PM"
142,HOLIDAY INN EXPRESS HOTEL & SUITES,225 11TH ST S,55403,Downtown West,44.9711,-93.27192,"[33194, 188234, 263401]","['2017/01/19', '2018/08/10', '2020/02/04']","['Routine', 'Routine', 'Routine']","[100, 94, 92]","Sun, Mar 15, 2020 at 04:27 PM"
143,HOLIDAY STATIONSTORE #2,2124 FRANKLIN AVE E,55404,Seward,44.96299,-93.24183,"[237282, 246302]","['2018/03/15', '2019/09/15']","['Routine', 'Routine']","[98, 96]","Sun, Mar 15, 2020 at 04:27 PM"
144,HOLIDAY STATIONSTORE #25,5444 NICOLLET AVE,55419,Tangletown,44.90433,-93.27859,"[237292, 286292]","['2018/12/14', '2019/12/17']","['Routine', 'Routine']","[100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
145,HOLIDAY STATIONSTORE #404,601 5TH ST N,55401,Marcy Holmes,44.98601,-93.24562,"[236365, 245166, 245165]","['2018/02/26', '2018/05/03', '2019/03/18']","['Routine', 'Follow-Up', 'Routine']","[92, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
146,HOLIDAY STATIONSTORE #42,3700 50TH ST W,55410,Fulton,44.91272,-93.32686,"[236357, 245576]","['2018/03/07', '2019/03/22']","['Routine', 'Routine']","[98, 98]","Sun, Mar 15, 2020 at 04:27 PM"
147,HOLIDAY STATIONSTORE #462,1617 BROADWAY ST NE,55413,Mid - City Industrial,44.99891,-93.23619,"[236369, 242834]","['2018/02/13', '2019/08/06']","['Routine', 'Routine']","[98, 94]","Sun, Mar 15, 2020 at 04:27 PM"
148,HOLIDAY STATIONSTORES #335,1331 INDUSTRIAL BLVD,55413,Mid - City Industrial,45.0023,-93.21095,"[236391, 242840]","['2018/02/13', '2019/08/13']","['Routine', 'Routine']","[100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
149,HOMEGROWN FOODS,3717 50TH ST W,55410,Fulton,44.91218,-93.3274,"[200889, 217831, 300169]","['2017/08/10', '2019/02/12', '2019/03/18']","['Routine', 'Routine', 'Follow-Up']","[94, 90, 98]","Sun, Mar 15, 2020 at 04:27 PM"
150,HOOK AND LADDER THEATER,3010 MINNEHAHA AVE,55406,Longfellow,44.9479,-93.23447,"[251125, 251856]","['2018/05/31', '2019/06/07']","['Routine', 'Routine']","[100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
151,HOTEL IVY,201 11TH ST S,55403,Downtown West,44.97139,-93.27267,"[39581, 189541, 235462, 285798]","['2017/01/27', '2017/12/14', '2018/12/17', '2019/12/12']","['Routine', 'Routine', 'Routine', 'Routine']","[98, 96, 100, 98]","Sun, Mar 15, 2020 at 04:27 PM"
152,HUGE IMPROV THEATER,3037 LYNDALE AVE S,55408,Lyndale,44.94705,-93.28769,"[39796, 240500]","['2018/01/17', '2020/01/17']","['Routine', 'Routine']","[100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
153,HYATT PLACE MINNEAPOLIS,425 7TH ST S,55415,Downtown West,44.97368,-93.26622,"[39842, 231261, 237018, 231260, 279893, 279892]","['2017/10/17', '2017/12/20', '2017/12/20', '2018/10/17', '2018/11/16', '2019/10/17']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']","[84, 100, 100, 100, 100, 98]","Sun, Mar 15, 2020 at 04:27 PM"
154,HYATT REGENCY MINNEAPOLIS,1300 NICOLLET MALL,55403,Loring Park,44.97086,-93.27826,"[39902, 202418, 253523]","['2017/06/20', '2018/06/22', '2019/06/20']","['Routine', 'Routine', 'Routine']","[92, 94, 100]","Sun, Mar 15, 2020 at 04:27 PM"
155,IGRILL,2910 PILLSBURY AVE #409,55408,Whittier,44.94969,-93.2821,"[234733, 248859, 248858, 309816]","['2018/04/27', '2018/07/13', '2019/05/03', '2019/07/12']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[84, 100, 90, 94]","Sun, Mar 15, 2020 at 04:27 PM"
156,IN THE HEART TO THE BEAST PUPPET AND MASK THEATRE,1500 LAKE ST E,55407,Midtown Phillips,44.94862,-93.2535,"[236499, 246682, 298661]","['2018/02/22', '2019/02/13', '2020/02/06']","['Routine', 'Routine', 'Routine']","[100, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
157,INFUSED LIFE PLANT BASED EATERY,920 LAKE ST E,55407,Midtown Phillips,44.94931,-93.26076,"[339586, 354081]","['2020/02/07', '2020/02/13']","['Routine', 'Follow-Up']","[88, 100]","Sun, Mar 15, 2020 at 04:27 PM"
158,ISTABRAK RESTAURANT & CATERING,2833 13TH AVE S,55407,Midtown Phillips,44.95078,-93.25592,"[203733, 229597, 229596, 273962, 273961, 332145]","['2017/09/26', '2017/11/27', '2018/09/28', '2018/11/16', '2019/10/07', '2019/11/12']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[94, 98, 98, 98, 90, 94]","Sun, Mar 15, 2020 at 04:27 PM"
159,JACK'S BISTRO,2701 WELLS FARGO WAY,55408,Phillips West,44.95341,-93.27031,"[38676, 190909, 241108, 290914, 290913]","['2017/02/17', '2018/01/17', '2019/01/17', '2019/01/28', '2020/01/15']","['Routine', 'Routine', 'Routine', 'Follow-Up', 'Routine']","[96, 96, 86, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
160,JASHA'S RESTAURANT & BAR,2001 LYNDALE AVE S,55405,Whittier,44.96253,-93.28758,"[200673, 213875, 262026, 262025, 322533]","['2017/08/04', '2018/08/06', '2018/10/12', '2019/08/05', '2019/09/19']","['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[98, 92, 100, 86, 96]","Sun, Mar 15, 2020 at 04:27 PM"
161,JAZZMAN'S CAFE,2525 CHICAGO AVE,55404,Midtown Phillips,44.95662,-93.26173,"[25820, 188225, 241138, 290961]","['2017/01/17', '2018/01/18', '2019/01/21', '2020/01/24']","['Routine', 'Routine', 'Routine', 'Routine']","[100, 100, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
162,JORDEN GROCERY HALAL MEAT & DELI,1507 LOWRY AVE N,55411,Jordan,45.01295,-93.29849,"[266418, 278072, 278071]","['2018/10/25', '2018/11/27', '2019/10/23']","['Routine', 'Follow-Up', 'Routine']","[92, 100, 92]","Sun, Mar 15, 2020 at 04:27 PM"
163,JUBA CAFETERIA,1001 24TH ST E,55404,Midtown Phillips,44.9589,-93.25981,"[190585, 194366, 198185, 180469, 234988, 238176, 247476, 234987, 281586, 281585]","['2017/03/29', '2017/05/11', '2017/06/26', '2017/12/06', '2018/01/12', '2018/04/07', '2018/05/15', '2018/12/05', '2019/01/14', '2019/11/21']","['Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']","[68, 88, 100, 82, 98, 94, 100, 90, 100, 92]","Sun, Mar 15, 2020 at 04:27 PM"
164,JUNGLE THEATER,2951 LYNDALE AVE S,55408,Whittier,44.94886,-93.28767,"[61486, 232339, 311474]","['2017/11/06', '2019/05/18', '2019/06/19']","['Routine', 'Routine', 'Follow-Up']","[98, 90, 100]","Sun, Mar 15, 2020 at 04:27 PM"
165,KAAH RESTAURANT,912 24TH ST E,55404,Ventura Village,44.95968,-93.26037,"[61578, 204122, 204121, 254379, 264709, 254378]","['2017/07/12', '2017/08/08', '2018/07/11', '2018/08/14', '2018/09/06', '2019/06/28']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine']","[74, 94, 82, 90, 96, 92]","Sun, Mar 15, 2020 at 04:27 PM"
166,KAFFE KAFEEGA-AUGSBERG COLLEGE,700 21ST AVE S,55454,Cedar Riverside,44.96686,-93.24319,"[277157, 281037]","['2018/12/06', '2019/12/06']","['Routine', 'Routine']","[100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
167,KELBER CATERING,1301 2ND AVE S,55403,Loring Park,44.96871,-93.2746,"[61919, 189513, 241144, 241143, 298302]","['2017/01/24', '2018/01/18', '2018/01/24', '2019/02/11', '2020/02/13']","['Routine', 'Routine', 'Follow-Up', 'Routine', 'Routine']","[92, 100, 100, 100, 88]","Sun, Mar 15, 2020 at 04:27 PM"
168,KEY WEST BISTRO,2803 38TH ST E,55406,Standish,44.93393,-93.23175,"[271836, 279908]","['2018/11/19', '2019/11/13']","['Routine', 'Routine']","[96, 98]","Sun, Mar 15, 2020 at 04:27 PM"
169,KHUNNAI THAI CUISINE,2523 NICOLLET AVE,55404,Whittier,44.95649,-93.27747,"[220525, 232477, 279907]","['2017/11/06', '2018/11/13', '2019/11/18']","['Routine', 'Routine', 'Routine']","[100, 100, 94]","Sun, Mar 15, 2020 at 04:27 PM"
170,KITCHEN IN THE MARKET,920 LAKE ST E #106,55407,Midtown Phillips,44.94931,-93.26076,"[13375, 200050, 330415]","['2017/05/24', '2017/06/21', '2019/10/01']","['Routine', 'Follow-Up', 'Routine']","[92, 100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
171,KITCHEN WINDOW,3001 HENNEPIN AVE,55408,South Uptown,44.94743,-93.29732,"[180591, 236540, 287184]","['2017/12/19', '2018/12/28', '2020/01/02']","['Routine', 'Routine', 'Routine']","[100, 100, 98]","Sun, Mar 15, 2020 at 04:27 PM"
172,KOLLEGE KOFFEE,1516 LAKE ST E,55407,Midtown Phillips,44.94862,-93.25316,"[329987, 338432]","['2019/11/12', '2019/12/23']","['Routine', 'Follow-Up']","[80, 94]","Sun, Mar 15, 2020 at 04:27 PM"
173,KOWALSKIS LYNDALE MARKETS,5327 LYNDALE AVE S,55419,Tangletown,44.90559,-93.28761,"[13610, 202370, 253325]","['2017/06/22', '2018/06/20', '2019/06/20']","['Routine', 'Routine', 'Routine']","[100, 94, 96]","Sun, Mar 15, 2020 at 04:27 PM"
174,KOWALSKIS UPTOWN MARKET,2440 HENNEPIN AVE,55405,East Isles,44.95767,-93.29608,"[180522, 241939, 295091, 340513]","['2018/01/09', '2019/01/09', '2020/01/09', '2020/01/23']","['Routine', 'Routine', 'Routine', 'Follow-Up']","[96, 100, 82, 100]","Sun, Mar 15, 2020 at 04:27 PM"
175,KRISPY KRUNCHY CHICKEN,2700 UNIVERSITY AVE SE,55414,Prospect Park - East River Road,44.97185,-93.21849,"[254776, 271496]","['2018/09/11', '2019/09/09']","['Routine', 'Routine']","[96, 92]","Sun, Mar 15, 2020 at 04:27 PM"
176,KULMIYE COFFE,912 24TH ST E,55404,Ventura Village,44.95968,-93.26037,"[275178, 281546, 281545, 337969]","['2018/12/11', '2019/01/18', '2019/11/26', '2019/12/23']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[90, 100, 78, 98]","Sun, Mar 15, 2020 at 04:27 PM"
177,LA LOMA TAMALES,920 LAKE ST E #160,55407,Midtown Phillips,44.94931,-93.26076,"[21261, 191376, 243007, 295144, 295143, 352656]","['2017/02/21', '2018/02/14', '2019/02/04', '2019/06/21', '2020/02/03', '2020/02/13']","['Routine', 'Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[100, 100, 86, 100, 86, 94]","Sun, Mar 15, 2020 at 04:27 PM"
178,LA LOTERIA MARKET,349 LAKE ST E,55408,Central,44.94813,-93.27078,"[280891, 291943, 291942, 350479]","['2019/01/23', '2019/02/26', '2020/01/28', '2020/02/04']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[72, 96, 68, 94]","Sun, Mar 15, 2020 at 04:27 PM"
